Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
47,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2473|1411|985|687|515|389|294|244|192|160|119|118|90|52|39|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2473|1411|985|687|515|389|294|244|192|160|119|118|90|52|39|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2473|1308|916|631|481|364|281|226|174|149|115|111|86|49|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2473|1308|916|631|481|364|281|226|174|149|115|111|86|49|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2517|2473|1308|916|631|481|364|281|226|174|149|115|111|86|49|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2517|2473|1308|916|631|481|364|281|226|174|149|115|111|86|49|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,20|1114|348|225|146|101|73|46|33|20|15|18|24|26|17|17|,2497|1359|960|691|485|380|291|235|193|154|134|97|87|60|32|17|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
48,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2497|1359|960|691|485|380|291|235|193|154|134|97|87|60|32|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2497|1359|960|691|485|380|291|235|193|154|134|97|87|60|32|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2497|1265|896|642|450|351|280|221|176|140|123|93|81|56|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2497|1265|896|642|450|351|280|221|176|140|123|93|81|56|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2466|2497|1265|896|642|450|351|280|221|176|140|123|93|81|56|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2466|2497|1265|896|642|450|351|280|221|176|140|123|93|81|56|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,13|1129|337|217|145|98|64|42|25|22|13|14|14|20|21|11|,2453|1368|928|679|497|352|287|238|196|154|127|109|79|61|35|20|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
49,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2453|1368|928|679|497|352|287|238|196|154|127|109|79|61|35|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2453|1368|928|679|497|352|287|238|196|154|127|109|79|61|35|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2453|1275|874|639|466|330|268|223|188|144|122|103|76|55|54|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2453|1275|874|639|466|330|268|223|188|144|122|103|76|55|54|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2457|2453|1275|874|639|466|330|268|223|188|144|122|103|76|55|54|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2457|2453|1275|874|639|466|330|268|223|188|144|122|103|76|55|54|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,7|1102|341|214|146|102|64|44|39|23|14|13|17|13|14|20|,2450|1351|934|660|493|364|266|224|184|165|130|109|86|63|41|15|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
50,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2450|1351|934|660|493|364|266|224|184|165|130|109|86|63|41|15|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2450|1351|934|660|493|364|266|224|184|165|130|109|86|63|41|15|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2450|1263|870|614|459|344|250|204|180|155|125|103|80|60|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2450|1263|870|614|459|344|250|204|180|155|125|103|80|60|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2392|2450|1263|870|614|459|344|250|204|180|155|125|103|80|60|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2392|2450|1263|870|614|459|344|250|204|180|155|125|103|80|60|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,18|1090|332|212|137|95|65|37|29|24|18|21|17|20|22|16|,2374|1360|931|658|477|364|279|213|175|156|137|104|86|60|38|23|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
51,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2374|1360|931|658|477|364|279|213|175|156|137|104|86|60|38|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2374|1360|931|658|477|364|279|213|175|156|137|104|86|60|38|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2374|1268|876|607|439|339|264|200|163|151|126|100|77|57|57|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2374|1268|876|607|439|339|264|200|163|151|126|100|77|57|57|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2366|2374|1268|876|607|439|339|264|200|163|151|126|100|77|57|57|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2366|2374|1268|876|607|439|339|264|200|163|151|126|100|77|57|57|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|1072|332|216|137|90|62|44|30|22|17|17|27|22|17|13|,2366|1302|936|660|470|349|277|220|170|141|134|109|73|55|40|23|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
52,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2366|1302|936|660|470|349|277|220|170|141|134|109|73|55|40|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2366|1302|936|660|470|349|277|220|170|141|134|109|73|55|40|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2366|1215|878|603|443|326|258|201|162|134|129|106|69|51|60|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2366|1215|878|603|443|326|258|201|162|134|129|106|69|51|60|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2318|2366|1215|878|603|443|326|258|201|162|134|129|106|69|51|60|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2318|2366|1215|878|603|443|326|258|201|162|134|129|106|69|51|60|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,19|1057|321|213|130|94|58|45|31|24|16|21|13|14|19|16|,2299|1309|894|665|473|349|268|213|170|138|118|108|93|55|32|23|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
53,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2299|1309|894|665|473|349|268|213|170|138|118|108|93|55|32|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2299|1309|894|665|473|349|268|213|170|138|118|108|93|55|32|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2299|1221|838|620|439|326|253|201|154|123|109|101|89|51|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2299|1221|838|620|439|326|253|201|154|123|109|101|89|51|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2317|2299|1221|838|620|439|326|253|201|154|123|109|101|89|51|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2317|2299|1221|838|620|439|326|253|201|154|123|109|101|89|51|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,10|1030|318|205|139|90|63|45|29|17|10|10|23|23|16|16|,2307|1269|903|633|481|349|263|208|172|137|113|99|78|66|35|16|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
54,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2307|1269|903|633|481|349|263|208|172|137|113|99|78|66|35|16|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2307|1269|903|633|481|349|263|208|172|137|113|99|78|66|35|16|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2307|1188|854|576|455|327|238|192|163|133|106|90|76|62|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2307|1188|854|576|455|327|238|192|163|133|106|90|76|62|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2273|2307|1188|854|576|455|327|238|192|163|133|106|90|76|62|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2273|2307|1188|854|576|455|327|238|192|163|133|106|90|76|62|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,3|1031|309|208|130|87|63|38|24|17|11|13|16|23|25|17|,2270|1276|879|646|446|368|264|200|168|146|122|93|74|53|37|17|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
55,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2270|1276|879|646|446|368|264|200|168|146|122|93|74|53|37|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2270|1276|879|646|446|368|264|200|168|146|122|93|74|53|37|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2270|1189|820|610|409|336|258|187|157|140|111|89|72|46|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2270|1189|820|610|409|336|258|187|157|140|111|89|72|46|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2264|2270|1189|820|610|409|336|258|187|157|140|111|89|72|46|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2264|2270|1189|820|610|409|336|258|187|157|140|111|89|72|46|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,13|1015|314|199|136|84|66|41|31|19|15|17|15|16|16|16|,2251|1255|875|621|474|325|270|217|156|138|125|94|74|56|30|18|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
56,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2251|1255|875|621|474|325|270|217|156|138|125|94|74|56|30|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2251|1255|875|621|474|325|270|217|156|138|125|94|74|56|30|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2251|1165|822|574|449|297|249|202|145|130|115|89|69|50|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2251|1165|822|574|449|297|249|202|145|130|115|89|69|50|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2186|2251|1165|822|574|449|297|249|202|145|130|115|89|69|50|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2186|2251|1165|822|574|449|297|249|202|145|130|115|89|69|50|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|1003|302|198|120|87|54|41|26|17|15|14|13|18|17|16|,2186|1248|863|624|454|362|243|208|176|128|115|101|76|51|33|12|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
57,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2186|1248|863|624|454|362|243|208|176|128|115|101|76|51|33|12|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2186|1248|863|624|454|362|243|208|176|128|115|101|76|51|33|12|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2186|1170|807|573|431|340|224|199|165|120|105|96|71|49|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2186|1170|807|573|431|340|224|199|165|120|105|96|71|49|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2221|2186|1170|807|573|431|340|224|199|165|120|105|96|71|49|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2221|2186|1170|807|573|431|340|224|199|165|120|105|96|71|49|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,21|973|307|195|126|85|62|39|25|21|9|15|17|15|13|13|,2200|1213|863|612|447|346|278|185|174|144|111|90|79|56|36|18|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
58,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2200|1213|863|612|447|346|278|185|174|144|111|90|79|56|36|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2200|1213|863|612|447|346|278|185|174|144|111|90|79|56|36|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2200|1120|797|566|417|327|259|174|155|133|98|83|73|53|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2200|1120|797|566|417|327|259|174|155|133|98|83|73|53|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2168|2200|1120|797|566|417|327|259|174|155|133|98|83|73|53|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2168|2200|1120|797|566|417|327|259|174|155|133|98|83|73|53|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,23|985|294|191|132|87|63|48|31|23|13|12|15|25|16|16|,2145|1215|826|606|434|330|264|211|143|132|120|86|68|48|37|17|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
59,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2145|1215|826|606|434|330|264|211|143|132|120|86|68|48|37|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2145|1215|826|606|434|330|264|211|143|132|120|86|68|48|37|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2145|1122|779|550|396|308|249|197|139|124|111|80|61|45|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2145|1122|779|550|396|308|249|197|139|124|111|80|61|45|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2134|2145|1122|779|550|396|308|249|197|139|124|111|80|61|45|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2134|2145|1122|779|550|396|308|249|197|139|124|111|80|61|45|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|959|299|191|128|84|56|40|21|17|16|11|9|14|12|15|,2134|1186|823|588|422|312|252|209|176|122|108|100|71|47|33|19|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2134|1186|823|588|422|312|252|209|176|122|108|100|71|47|33|19|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2134|1186|823|588|422|312|252|209|176|122|108|100|71|47|33|19|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2134|1099|775|557|399|289|237|186|166|115|105|97|66|44|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2134|1099|775|557|399|289|237|186|166|115|105|97|66|44|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2070|2134|1099|775|557|399|289|237|186|166|115|105|97|66|44|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2070|2134|1099|775|557|399|289|237|186|166|115|105|97|66|44|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,10|950|288|184|123|80|54|40|21|25|11|12|13|19|14|11|,2060|1184|811|591|434|319|235|197|165|141|104|93|84|47|30|18|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
61,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2060|1184|811|591|434|319|235|197|165|141|104|93|84|47|30|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2060|1184|811|591|434|319|235|197|165|141|104|93|84|47|30|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2060|1103|754|546|403|293|217|181|150|127|94|86|79|45|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2060|1103|754|546|403|293|217|181|150|127|94|86|79|45|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2068|2060|1103|754|546|403|293|217|181|150|127|94|86|79|45|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2068|2060|1103|754|546|403|293|217|181|150|127|94|86|79|45|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,15|924|289|181|120|78|54|40|25|19|15|11|12|21|18|15|,2053|1136|814|573|426|325|239|177|156|131|112|83|74|58|27|15|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
62,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2053|1136|814|573|426|325|239|177|156|131|112|83|74|58|27|15|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2053|1136|814|573|426|325|239|177|156|131|112|83|74|58|27|15|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2053|1057|759|539|394|301|212|166|146|120|108|76|67|57|39|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2053|1057|759|539|394|301|212|166|146|120|108|76|67|57|39|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2025|2053|1057|759|539|394|301|212|166|146|120|108|76|67|57|39|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2025|2053|1057|759|539|394|301|212|166|146|120|108|76|67|57|39|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1|914|273|185|123|82|55|32|22|21|11|17|13|18|15|12|,2024|1139|784|574|416|312|246|180|144|125|109|91|63|49|42|13|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
63,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2024|1139|784|574|416|312|246|180|144|125|109|91|63|49|42|13|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2024|1139|784|574|416|312|246|180|144|125|109|91|63|49|42|13|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2024|1061|732|536|386|287|224|168|136|110|99|84|59|46|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2024|1061|732|536|386|287|224|168|136|110|99|84|59|46|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1997|2024|1061|732|536|386|287|224|168|136|110|99|84|59|46|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1997|2024|1061|732|536|386|287|224|168|136|110|99|84|59|46|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,14|900|270|173|121|75|50|36|23|15|12|13|14|16|18|12|,1983|1124|791|559|415|311|237|188|145|121|98|86|70|43|28|23|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
